Date,Returns,Drawdown
2024-08-29,0.8827,-0.01
2024-09-03,0.8838,-0.01
2024-08-30,0.8839,-0.01
2024-08-30,0.8839,-0.01
2024-08-30,0.884,-0.01
2024-09-01,0.884,-0.01
2024-09-01,0.884,-0.01
2024-09-04,0.8849,-0.01
2024-09-06,0.8844,-0.01
2024-09-06,0.8862,-0.01
2024-09-16,0.881,-0.01
2024-09-17,0.8899,0.0
2024-09-17,0.8889,0.0
2024-09-20,0.9,0.0
2024-09-24,0.8961,0.0
2024-09-24,0.8963,0.0
2024-09-24,0.8967,0.0
2024-09-24,0.893,0.0
2024-09-24,0.8935,0.0
2024-09-25,0.8944,0.0
2024-09-30,0.8946,0.0
2024-09-30,0.8946,0.0
2024-09-30,0.8946,0.0
2024-09-30,0.8947,0.0
2024-09-30,0.8948,0.0
2024-09-30,0.8943,0.0
2024-09-30,0.894,0.0
2024-09-30,0.8949,0.0
2024-09-30,0.8949,0.0
2024-09-30,0.895,0.0
2024-10-09,0.8942,0.0
2024-10-09,0.893,0.0
2024-10-10,0.887,-0.01
2024-10-11,0.8804,-0.01
2024-10-11,0.879,-0.01
2024-10-11,0.8764,-0.01
2024-10-11,0.8768,-0.01
2024-11-07,0.8728,-0.01
2024-10-29,0.8729,-0.01
2024-10-29,0.8731,-0.01
2024-10-29,0.8732,-0.01
2024-10-29,0.8733,-0.01
2024-10-29,0.8762,-0.01
2024-10-29,0.8679,-0.02
2024-10-29,0.8702,-0.02
2024-10-29,0.8708,-0.02
2024-10-29,0.8713,-0.02
2024-10-29,0.8734,-0.01
2024-10-29,0.8743,-0.01
2024-10-29,0.8687,-0.02
2024-10-29,0.8657,-0.02
2024-10-29,0.8745,-0.01
2024-10-29,0.8764,-0.01
2024-10-30,0.8794,-0.01
2024-10-30,0.8795,-0.01
2024-10-30,0.8795,-0.01
2024-10-30,0.8757,-0.01
2024-10-30,0.8678,-0.02
2024-10-30,0.8819,-0.01
2024-10-30,0.8839,-0.01
2024-10-30,0.8841,-0.01
2024-10-30,0.8761,-0.01
2024-10-30,0.8793,-0.01
2024-10-30,0.8804,-0.01
2024-10-30,0.8801,-0.01
2024-10-30,0.8767,-0.01
2024-10-30,0.8797,-0.01
2024-10-30,0.8832,-0.01
2024-10-31,0.8807,-0.01
2024-10-31,0.8775,-0.01
2024-10-31,0.8694,-0.02
2024-10-31,0.8787,-0.01
2024-10-31,0.885,-0.01
2024-10-31,0.8769,-0.01
2024-10-31,0.8604,-0.02
2024-10-31,0.8481,-0.03
2024-11-04,0.8485,-0.03
2024-11-04,0.8486,-0.03
2024-11-04,0.85,-0.03
2024-11-05,0.8489,-0.03
2024-11-05,0.849,-0.03
2024-11-07,0.8492,-0.03
2024-11-08,0.8508,-0.03
2024-11-08,0.8491,-0.03
2024-11-08,0.8491,-0.03
2024-11-08,0.8475,-0.03
2024-11-08,0.8474,-0.03
2024-11-08,0.8481,-0.03
2024-11-08,0.8482,-0.03
2024-11-08,0.8475,-0.03
